8.85386	28.3253	45.1305	-3.2078	0.786409	0.0179264
9.09837	28.9358	45.0564	-3.27232	0.811618	0.0188516
9.2826	29.5222	44.8016	-3.33085	0.837955	0.0193567
9.47853	29.989	44.5733	-3.38816	0.863912	0.0200142
9.74207	30.4052	44.5051	-3.44118	0.884985	0.0217657
9.91801	30.9976	44.386	-3.49399	0.902671	0.0247813
10.0634	31.5873	43.9794	-3.55663	0.925727	0.0232161
10.2564	31.9568	43.8676	-3.61009	0.943366	0.0230635
10.4005	32.3735	43.7939	-3.65071	0.953495	0.0256074
10.4718	32.6859	43.5418	-3.67867	0.962507	0.0240681
10.4718	32.6859	43.5418	-3.67867	0.962507	0.0240681
10.5386	32.9875	43.2273	-3.70408	0.976298	0.0226676
10.6282	33.1398	43.0296	-3.72803	0.98983	0.0231935
10.8003	33.3114	42.9518	-3.75168	1.00074	0.0239205
10.9068	33.5872	42.8904	-3.77522	1.00858	0.0259431
10.9914	33.9003	42.6567	-3.79797	1.01701	0.0261704
11.0339	34.1578	42.3696	-3.82307	1.03063	0.02378
11.2436	34.4275	42.1101	-3.87158	1.05614	0.024542
11.3459	34.7977	41.9942	-3.90389	1.06854	0.0258052
11.3462	34.9827	41.7793	-3.93066	1.07948	0.0249478
11.3462	34.9827	41.7793	-3.93066	1.07948	0.0249478
11.4297	35.1749	41.803	-3.95972	1.08591	0.0266129
11.4444	35.4929	41.7469	-3.98606	1.08506	0.0271236
11.4304	35.7113	41.6484	-4.01522	1.087	0.0262419
11.4689	35.8676	41.7608	-4.04243	1.08911	0.0281517
11.4666	36.1534	41.8575	-4.0632	1.08617	0.0296268
11.404	36.3888	41.7753	-4.08955	1.0859	0.0306147
11.4664	36.5672	41.9925	-4.10981	1.08288	0.0326149
11.4379	36.7608	42.0276	-4.11836	1.07824	0.032257
11.4379	36.7608	42.0276	-4.11836	1.07824	0.032257
11.411	36.908	41.9546	-4.13029	1.07655	0.0303125
11.4422	36.9048	42.0906	-4.14192	1.07641	0.0314151
11.5065	36.9789	42.3198	-4.14859	1.07791	0.0342835
11.4792	37.0547	42.411	-4.1486	1.07834	0.0352019
11.4535	37.0723	42.348	-4.1441	1.08279	0.035144
11.4669	36.9458	42.4144	-4.14036	1.08692	0.0374557
11.4729	36.9609	42.6351	-4.1362	1.07918	0.037167
11.3641	37.0172	42.6178	-4.13449	1.07049	0.0362027
11.3047	36.8962	42.7334	-4.13464	1.06465	0.0359126
11.3215	36.7893	43.0007	-4.12737	1.05911	0.0386175
11.3215	36.7893	43.0007	-4.12737	1.05911	0.0386175
11.2578	36.737	43.1833	-4.11228	1.0521	0.0430908
11.1526	36.6773	43.2222	-4.09081	1.04511	0.0445976
11.0521	36.5946	43.2088	-4.07122	1.03792	0.0434215
10.9371	36.3825	43.3824	-4.05779	1.02685	0.0421209
10.9123	36.2313	43.6301	-4.05189	1.01283	0.0408916
10.7995	36.177	43.9027	-4.04731	0.99573	0.0401654
10.5914	36.0467	44.0273	-4.03691	0.97545	0.0391532
10.3459	35.5836	44.4212	-4.00172	0.95102	0.0437803
10.0417	35.3704	44.8455	-3.95403	0.925396	0.0498988
