10.192	32.0598	45.4395	-3.63917	0.91117	0.00928151
10.2278	32.1176	45.4349	-3.63353	0.915745	0.00897008
10.2401	32.1089	45.3836	-3.63079	0.922469	0.00609879
10.3092	32.0266	45.4677	-3.62963	0.926281	0.00546799
10.3697	32.0405	45.6251	-3.62767	0.927386	0.00669153
10.375	32.1193	45.5956	-3.62427	0.929231	0.0055466
10.375	32.1193	45.5956	-3.62427	0.929231	0.0055466
10.3657	32.1147	45.6012	-3.62675	0.935241	0.00340729
10.4264	32.0437	45.8004	-3.63058	0.94148	0.00276393
10.4737	32.1017	46.0982	-3.63235	0.943145	0.00423069
10.4476	32.2489	46.2673	-3.63196	0.934364	0.00375635
10.3931	32.4318	46.2423	-3.63493	0.927854	0.000683233
10.3788	32.5478	46.2204	-3.64526	0.930023	-0.00160912
10.4283	32.6147	46.3386	-3.66098	0.937863	-0.00229903
10.5184	32.6172	46.5145	-3.67636	0.948146	-0.000682607
10.6527	32.6874	46.7362	-3.69161	0.959209	0.00229306
10.7673	32.8557	46.9364	-3.70732	0.97047	0.00586728
10.7673	32.8557	46.9364	-3.70732	0.97047	0.00586728
10.8433	33.1274	47.0031	-3.72318	0.979675	0.00633438
10.912	33.3359	46.9801	-3.74741	0.993822	0.00584503
11.0746	33.605	47.2414	-3.78386	1.01085	0.00833017
11.1711	34.122	47.3346	-3.83538	1.03212	0.00769379
11.3047	34.5109	47.6094	-3.88839	1.05102	0.00899199
11.3493	34.9949	47.7646	-3.9298	1.05718	0.0130692
11.3779	35.449	47.7417	-3.97616	1.06219	0.0141734
11.4195	35.8328	47.8665	-4.02995	1.06521	0.0153672
11.4088	36.3531	48.0616	-4.08745	1.06388	0.0195939
11.3257	36.8614	48.0975	-4.14483	1.06048	0.0218497
11.3257	36.8614	48.0975	-4.14483	1.06048	0.0218497
11.2642	37.2672	48.073	-4.20357	1.05537	0.0228126
11.2378	37.7161	48.2117	-4.26265	1.04391	0.0258792
11.06	38.4043	48.01	-4.32624	1.02221	0.0296323
10.9972	38.6375	47.827	-4.36085	1.0161	0.0294803
10.9886	38.844	47.765	-4.38506	1.01194	0.0305649
10.922	39.0385	47.5479	-4.40052	1.00648	0.0306627
10.8903	39.1237	47.1538	-4.40999	1.00453	0.029642
